Schulnummer;Kurzbezeichnung;Bezirksregierung;Kreis;Gemeinde;Sozialindexstufe
116245;Aachen, KG Kornelimünster;BR Köln;Städteregion Aachen;Aachen;2
116257;Aachen, GG Walheim;BR Köln;Städteregion Aachen;Aachen;4
116269;Aachen, GG Oberforstbach;BR Köln;Städteregion Aachen;Aachen;3
116270;Aachen, KG Karl-Kuck-Schule;BR Köln;Städteregion Aachen;Aachen;5
116282;Aachen, GG Laurensberg;BR Köln;Städteregion Aachen;Aachen;4
116294;Aachen, KG Bildchen;BR Köln;Städteregion Aachen;Aachen;9
116312;Aachen, KG Passstr.;BR Köln;Städteregion Aachen;Aachen;8
116324;Aachen, GG Malmedyer Str.;BR Köln;Städteregion Aachen;Aachen;5
116336;Aachen, KG Forster Linde;BR Köln;Städteregion Aachen;Aachen;6
116348;Aachen, KG Schule am Fischmarkt;BR Köln;Städteregion Aachen;Aachen;5
116350;Aachen, KG Höfchensweg;BR Köln;Städteregion Aachen;Aachen;4
116361;Aachen, KG Hanbrucher Str.;BR Köln;Städteregion Aachen;Aachen;4
116385;Aachen, KG Luisenstr.;BR Köln;Städteregion Aachen;Aachen;9
116403;Aachen, GG Schönforst-Schwalbenweg;BR Köln;Städteregion Aachen;Aachen;9
116439;Aachen, EG Annaschule;BR Köln;Städteregion Aachen;Aachen;7
116440;Aachen, GG Schule am Lousberg;BR Köln;Städteregion Aachen;Aachen;4
116464;Aachen, GG Gerlach;BR Köln;Städteregion Aachen;Aachen;7
116476;Aachen, GG Am Höfling;BR Köln;Städteregion Aachen;Aachen;2
116488;Aachen, KG Verlautenheide;BR Köln;Städteregion Aachen;Aachen;4
116490;Aachen, KG Feldstr.;BR Köln;Städteregion Aachen;Aachen;9
116506;Aachen, KG Marktschule Brand;BR Köln;Städteregion Aachen;Aachen;4
116518;Aachen, KG Birkstr.;BR Köln;Städteregion Aachen;Aachen;3
116520;Aachen, KG Am Römerhof;BR Köln;Städteregion Aachen;Aachen;2
116531;Aachen, GG Düppelstr.;BR Köln;Städteregion Aachen;Aachen;9
116543;Aachen, KG Beeckstr.;BR Köln;Städteregion Aachen;Aachen;9
116567;Aachen, KG Auf der Hörn;BR Köln;Städteregion Aachen;Aachen;4
116579;Alsdorf, GG Kellersberg;BR Köln;Städteregion Aachen;Alsdorf;3
116580;Alsdorf, GG Alsdorf-Annapark;BR Köln;Städteregion Aachen;Alsdorf;7
116592;Alsdorf, GG Schaufenberg;BR Köln;Städteregion Aachen;Alsdorf;6
116609;Alsdorf, GG Broicher Siedlung;BR Köln;Städteregion Aachen;Alsdorf;1
116610;Alsdorf, GG Blumenrath;BR Köln;Städteregion Aachen;Alsdorf;5
116622;Alsdorf, GG Ofden;BR Köln;Städteregion Aachen;Alsdorf;1
116658;Alsdorf, KG Hermann-Josef;BR Köln;Städteregion Aachen;Alsdorf;3
116660;Alsdorf, KG Begau;BR Köln;Städteregion Aachen;Alsdorf;2
116683;Baesweiler, GG St. Barbara;BR Köln;Städteregion Aachen;Baesweiler;6
116695;Baesweiler, GG Friedensschule;BR Köln;Städteregion Aachen;Baesweiler;4
116701;Baesweiler, GG (Verb.) Grengracht;BR Köln;Städteregion Aachen;Baesweiler;2
116737;Baesweiler, GG (Verb.) St. Andreas;BR Köln;Städteregion Aachen;Baesweiler;3
116749;Baesweiler, KG Oidtweiler;BR Köln;Städteregion Aachen;Baesweiler;1
116762;Eschweiler, KG Kinzweiler;BR Köln;Städteregion Aachen;Eschweiler;1
116774;Eschweiler, KG Dürwiß;BR Köln;Städteregion Aachen;Eschweiler;3
116804;Eschweiler, KG Bergrath;BR Köln;Städteregion Aachen;Eschweiler;3
116816;Eschweiler, KG Bohl;BR Köln;Städteregion Aachen;Eschweiler;2
116828;Eschweiler, KG (Verb.) Barbaraschule;BR Köln;Städteregion Aachen;Eschweiler;5
116830;Eschweiler, EG Stadtmitte;BR Köln;Städteregion Aachen;Eschweiler;7
116841;Eschweiler, GG Weisweiler;BR Köln;Städteregion Aachen;Eschweiler;3
116865;Eschweiler, KG Röhe;BR Köln;Städteregion Aachen;Eschweiler;3
116877;Eschweiler, KG Don-Bosco-Schule;BR Köln;Städteregion Aachen;Eschweiler;4
116889;Eschweiler, KG Eduard-Mörike-Schule;BR Köln;Städteregion Aachen;Eschweiler;5
116907;Herzogenrath, KG Straß;BR Köln;Städteregion Aachen;Herzogenrath;3
116919;Herzogenrath, KG (Verb.) Regenbogen;BR Köln;Städteregion Aachen;Herzogenrath;4
116920;Herzogenrath, GG Klinkheide;BR Köln;Städteregion Aachen;Herzogenrath;2
116956;Herzogenrath, GG Pannesheide;BR Köln;Städteregion Aachen;Herzogenrath;3
116968;Herzogenrath, GG Kämpchen;BR Köln;Städteregion Aachen;Herzogenrath;3
116970;Herzogenrath, GG Alt-Merkstein;BR Köln;Städteregion Aachen;Herzogenrath;4
116993;Monschau, KG (Verb.) Höfen-Mützenich;BR Köln;Städteregion Aachen;Monschau;3
117020;Monschau, GG Konzen;BR Köln;Städteregion Aachen;Monschau;2
117031;Roetgen, GG Hauptstr.;BR Köln;Städteregion Aachen;Roetgen;2
117043;Simmerath, GG Lammersdorf;BR Köln;Städteregion Aachen;Simmerath;1
117055;Simmerath, GG Steckenborn;BR Köln;Städteregion Aachen;Simmerath;2
117067;Simmerath, KG Bickerather Str.;BR Köln;Städteregion Aachen;Simmerath;3
117092;Stolberg, GG Donnerberg;BR Köln;Städteregion Aachen;Stolberg (Rhld.);5
117109;Stolberg, GG Breinig;BR Köln;Städteregion Aachen;Stolberg (Rhld.);1
117110;Stolberg, KG Würselener Str.;BR Köln;Städteregion Aachen;Stolberg (Rhld.);5
117122;Stolberg, GG Prämienstraße;BR Köln;Städteregion Aachen;Stolberg (Rhld.);6
117146;Stolberg, GG Hermannstraße;BR Köln;Städteregion Aachen;Stolberg (Rhld.);9
117158;Stolberg, GG Grüntal;BR Köln;Städteregion Aachen;Stolberg (Rhld.);9
117160;Stolberg, KG Bischofstraße;BR Köln;Städteregion Aachen;Stolberg (Rhld.);3
117171;Stolberg, GG Rote Erde;BR Köln;Städteregion Aachen;Stolberg (Rhld.);2
117183;Stolberg, GG Mausbach;BR Köln;Städteregion Aachen;Stolberg (Rhld.);1
117195;Stolberg, GG Zweifall;BR Köln;Städteregion Aachen;Stolberg (Rhld.);1
117213;Würselen, GG (Verb.) Weiden-Linden;BR Köln;Städteregion Aachen;Würselen;3
117237;Würselen, GG Bardenberg;BR Köln;Städteregion Aachen;Würselen;2
117249;Würselen, KG Sebastianusschule;BR Köln;Städteregion Aachen;Würselen;3
117250;Würselen, GG (Verb.) Wurmtalschule;BR Köln;Städteregion Aachen;Würselen;5
117262;Aldenhoven, GG Johannesschule;BR Köln;Kreis Düren;Aldenhoven;2
117286;Aldenhoven, GG Schwanenstr.;BR Köln;Kreis Düren;Aldenhoven;3
117298;Düren, GG Burg Birgel;BR Köln;Kreis Düren;Düren;1
117316;Düren, KG St. Joachim;BR Köln;Kreis Düren;Düren;7
117328;Düren, KG Bonifatiusschule;BR Köln;Kreis Düren;Düren;9
117330;Düren, KG Süd;BR Köln;Kreis Düren;Düren;8
117341;Düren, KG Im Pesch;BR Köln;Kreis Düren;Düren;8
117353;Düren, GG Nikolaus-Schule;BR Köln;Kreis Düren;Düren;6
117365;Düren, KG (Verb.) Am Grüngürtel;BR Köln;Kreis Düren;Düren;5
117377;Düren, GG Mutter Teresa;BR Köln;Kreis Düren;Düren;5
117389;Düren, GG Birkesdorf;BR Köln;Kreis Düren;Düren;3
117390;Düren, KG (Verb.) LeNie;BR Köln;Kreis Düren;Düren;2
117420;Düren, GG Paul-Gerhardt-Schule;BR Köln;Kreis Düren;Düren;8
117432;Düren, GG Martin-Luther-Schule;BR Köln;Kreis Düren;Düren;8
117444;Düren, GG (Verb.) Derichsweiler;BR Köln;Kreis Düren;Düren;3
117456;Düren, GG (Verb.) Merken;BR Köln;Kreis Düren;Düren;3
117470;Inden, GG (Verb.) Inden;BR Köln;Kreis Düren;Inden;2
117511;Jülich, GG Promenadenschule;BR Köln;Kreis Düren;Jülich;5
117523;Jülich, KG Linnicher Straße;BR Köln;Kreis Düren;Jülich;4
117560;Jülich, GG (Verb.) Berliner Straße;BR Köln;Kreis Düren;Jülich;4
117572;Jülich, GG Lobsgasse;BR Köln;Kreis Düren;Jülich;2
117602;Kreuzau, GG Stockheim;BR Köln;Kreis Düren;Kreuzau;3
117638;Kreuzau, KG (Verb.) An der Rur;BR Köln;Kreis Düren;Kreuzau;2
117640;Kreuzau, GG (Verb.) Kreuzau und Drove;BR Köln;Kreis Düren;Kreuzau;3
117651;Langerwehe, KG Wehebachschule;BR Köln;Kreis Düren;Langerwehe;4
117687;Linnich, GG (Verb.) Merzbachschule;BR Köln;Kreis Düren;Linnich;2
117717;Merzenich, KG Am Weinberg;BR Köln;Kreis Düren;Merzenich;2
117729;Merzenich, KG Johann-Kaspar-Kratz;BR Köln;Kreis Düren;Merzenich;3
117730;Niederzier, KG Unter dem Regenbogen;BR Köln;Kreis Düren;Niederzier;2
117742;Niederzier, KG Huchem-Stammeln;BR Köln;Kreis Düren;Niederzier;4
117754;Niederzier, GG (Verb.) Weihbergstraße;BR Köln;Kreis Düren;Niederzier;2
117778;Nideggen, GG (Verb.) Burgblick Nideggen;BR Köln;Kreis Düren;Nideggen;2
117810;Nörvenich, GG Bahnhofstr.;BR Köln;Kreis Düren;Nörvenich;3
117821;Nörvenich, GG Albertus Magnus Eschw.;BR Köln;Kreis Düren;Nörvenich;2
117894;Erkelenz, GG Astrid-Lindgren-Schule;BR Köln;Kreis Heinsberg;Erkelenz;7
117900;Erkelenz, GG (Verb.) Luise-Hensel-Schule;BR Köln;Kreis Heinsberg;Erkelenz;3
117912;Erkelenz, KG (Verb.) Franziskus-Schule;BR Köln;Kreis Heinsberg;Erkelenz;2
117936;Erkelenz, GG Nysterbach-Schule;BR Köln;Kreis Heinsberg;Erkelenz;2
117961;Erkelenz, GG (Verb.) Peter Härtling;BR Köln;Kreis Heinsberg;Erkelenz;2
117985;Erkelenz, GG Kückhoven;BR Köln;Kreis Heinsberg;Erkelenz;1
117997;Gangelt, KG Paulssträßchen;BR Köln;Kreis Heinsberg;Gangelt;3
118000;Gangelt, KG Nikolaus;BR Köln;Kreis Heinsberg;Gangelt;3
118023;Geilenkirchen, GG Gillrath;BR Köln;Kreis Heinsberg;Geilenkirchen;2
118035;Geilenkirchen, KG Würm;BR Köln;Kreis Heinsberg;Geilenkirchen;2
118047;Geilenkirchen, KG Immendorf;BR Köln;Kreis Heinsberg;Geilenkirchen;2
118059;Geilenkirchen, KG Brucknerstr.;BR Köln;Kreis Heinsberg;Geilenkirchen;4
118060;Geilenkirchen, GG Sittarder Str.;BR Köln;Kreis Heinsberg;Geilenkirchen;6
118072;Geilenkirchen, KG Teveren;BR Köln;Kreis Heinsberg;Geilenkirchen;4
118102;Heinsberg, KG Pestalozzischule;BR Köln;Kreis Heinsberg;Heinsberg;4
118114;Heinsberg, KG (Verb.) Grebben/Schafhause;BR Köln;Kreis Heinsberg;Heinsberg;5
118126;Heinsberg, KG Dremmen;BR Köln;Kreis Heinsberg;Heinsberg;2
118138;Heinsberg, GG im Wurmtal;BR Köln;Kreis Heinsberg;Heinsberg;3
118140;Heinsberg, GG (Verb.) Sonnenscheinschule;BR Köln;Kreis Heinsberg;Heinsberg;5
118163;Heinsberg, KG Regenbogenschule;BR Köln;Kreis Heinsberg;Heinsberg;2
118187;Heinsberg, KG Straeten;BR Köln;Kreis Heinsberg;Heinsberg;2
118199;Heinsberg, KG Brunnenschule;BR Köln;Kreis Heinsberg;Heinsberg;1
118205;Hückelhoven, GG Dinstühlerstr.;BR Köln;Kreis Heinsberg;Hückelhoven;6
118217;Hückelhoven, GG Hilfarth;BR Köln;Kreis Heinsberg;Hückelhoven;4
118229;Hückelhoven, GG Michael-Ende;BR Köln;Kreis Heinsberg;Hückelhoven;4
118230;Hückelhoven, GG Friedrich-Honigmann;BR Köln;Kreis Heinsberg;Hückelhoven;4
118242;Hückelhoven, KG Kleingladbach;BR Köln;Kreis Heinsberg;Hückelhoven;5
118254;Hückelhoven, GG VII Im Weidengrund;BR Köln;Kreis Heinsberg;Hückelhoven;4
118266;Hückelhoven, KG Brachelen;BR Köln;Kreis Heinsberg;Hückelhoven;2
118278;Hückelhoven, GG Johann-Holzapfel;BR Köln;Kreis Heinsberg;Hückelhoven;5
118280;Hückelhoven, GG Mühlenbachschule;BR Köln;Kreis Heinsberg;Hückelhoven;2
118291;Niederkrüchten, GG Elmpt;BR Düsseldorf;Kreis Viersen;Niederkrüchten;1
118333;Niederkrüchten, KG Schule am Lütterbach;BR Düsseldorf;Kreis Viersen;Niederkrüchten;1
118345;Selfkant, GG Astrid-Lindgren;BR Köln;Kreis Heinsberg;Selfkant;3
118357;Selfkant, KG Westzipfelschule;BR Köln;Kreis Heinsberg;Selfkant;3
118382;Übach-Palenberg, GG Lindenschule;BR Köln;Kreis Heinsberg;Übach-Palenberg;4
118400;Übach-Palenberg, KG Scherpenseel;BR Köln;Kreis Heinsberg;Übach-Palenberg;2
118412;Übach-Palenberg, KG Freiheitstr.;BR Köln;Kreis Heinsberg;Übach-Palenberg;3
118424;Übach-Palenberg, GG Frelenberg;BR Köln;Kreis Heinsberg;Übach-Palenberg;3
118436;Übach-Palenberg, GG Auf der Houff;BR Köln;Kreis Heinsberg;Übach-Palenberg;5
118448;Waldfeucht, KG Haaren;BR Köln;Kreis Heinsberg;Waldfeucht;3
118461;Wassenberg, GG Am Burgberg;BR Köln;Kreis Heinsberg;Wassenberg;3
118473;Wassenberg, KG Martinus-Schule-Orsbeck;BR Köln;Kreis Heinsberg;Wassenberg;2
118485;Wassenberg, KG Birgelen;BR Köln;Kreis Heinsberg;Wassenberg;3
118497;Wassenberg, KG Myhl;BR Köln;Kreis Heinsberg;Wassenberg;2
118527;Wegberg, KG (Verb.) Arsbeck;BR Köln;Kreis Heinsberg;Wegberg;3
118552;Wegberg, GG (Verb.) Erich-Kästner;BR Köln;Kreis Heinsberg;Wegberg;2
118564;Wegberg, GG Beeck;BR Köln;Kreis Heinsberg;Wegberg;1
118576;Wegberg, GG Kastanienschule;BR Köln;Kreis Heinsberg;Wegberg;2
118590;Bocholt, KG Clemens-Dülmer-Schule;BR Münster;Kreis Borken;Bocholt;4
118606;Bocholt, GG (Verb.) Ludgerus;BR Münster;Kreis Borken;Bocholt;4
118620;Bocholt, KG Josef;BR Münster;Kreis Borken;Bocholt;3
118655;Bocholt, KG Clemens-August;BR Münster;Kreis Borken;Bocholt;3
118680;Bocholt, GG (Verb.) Maria Montessori;BR Münster;Kreis Borken;Bocholt;5
118710;Bottrop, GG Rheinbaben;BR Münster;Stadt Bottrop;Bottrop;6
118734;Bottrop, GG Astrid-Lindgren-Schule;BR Münster;Stadt Bottrop;Bottrop;2
118758;Bottrop, GG Fichte;BR Münster;Stadt Bottrop;Bottrop;4
118760;Bottrop, GG Paulschule;BR Münster;Stadt Bottrop;Bottrop;6
118783;Bottrop, EG Albert-Schweitzer-Schule;BR Münster;Stadt Bottrop;Bottrop;9
118795;Bottrop, KG Richard-Wagner;BR Münster;Stadt Bottrop;Bottrop;1
118813;Bottrop, GG Fürstenbergschule;BR Münster;Stadt Bottrop;Bottrop;4
118825;Bottrop, GG (Verb.) Welheim;BR Münster;Stadt Bottrop;Bottrop;7
118837;Bottrop, KG Droste-Hülshoff;BR Münster;Stadt Bottrop;Bottrop;5
118849;Bottrop, GG (Verb.) Schillerschule;BR Münster;Stadt Bottrop;Bottrop;6
118850;Bottrop, KG Nikolaus-Groß;BR Münster;Stadt Bottrop;Bottrop;6
118862;Bottrop, KG Konrad;BR Münster;Stadt Bottrop;Bottrop;2
118898;Bottrop, KG Cyriakus;BR Münster;Stadt Bottrop;Bottrop;8
118928;Gelsenkirchen, GG (Verb) Marschallstr.;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;9
118930;Gelsenkirchen, GG Gutenbergschule;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;5
118941;Gelsenkirchen, GG Beckeradschule;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;6
118953;Gelsenkirchen, GG Albert-Schweitzer-Str.;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;3
118965;Gelsenkirchen, EG Martin-Luther-Schule;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;2
118990;Gelsenkirchen, KG Im Emscherbruch;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;1
119027;Gelsenkirchen, GG Haverkamp;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;6
119039;Gelsenkirchen, GG Turmschule;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;8
119064;Gelsenkirchen, GG Lindenschule;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;4
119076;Gelsenkirchen, GG Martinschule;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;9
119088;Gelsenkirchen, KG Barbaraschule;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;2
119090;Gelsenkirchen, GG Velsenschule;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;3
119106;Gelsenkirchen, KG an der Sandstr.;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;2
119118;Gelsenkirchen, GG Leythe-Schule;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;5
119120;Gelsenkirchen, GG Pfefferackerschule;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;3
119131;Gelsenkirchen, GG Mechtenbergschule;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;6
119143;Gelsenkirchen, GG Bülseschule;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;2
119155;Gelsenkirchen, GG Fersenbruch;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;6
119167;Gelsenkirchen, GG Schule an der Erzbahn;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;7
119180;Gelsenkirchen,GG Schalker Regenbogensch.;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;9
119192;Gelsenkirchen, GG Hohenfriedberger Str.;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;9
119222;Gelsenkirchen, GG (Verb.) am Lanferbach;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;4
119234;Gelsenkirchen, GG am Haidekamp;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;4
119246;Gelsenkirchen, GG Friedrich-Grillo;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;8
119260;Gelsenkirchen, GG Heistr.;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;5
119271;Gelsenkirchen, GG Im Brömm;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;7
119295;Gelsenkirchen, GG Wiehagen;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;9
119301;Gelsenkirchen, GG Kurt-Schumacher-Str.;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;9
119313;Gelsenkirchen, GG am Schloss Horst;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;7
119325;Gelsenkirchen, GG Mährfeldschule;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;7
119337;Gelsenkirchen, KG Liebfrauen;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;5
119374;Gelsenkirchen, GG Glückauf-Ückendorf;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;9
119398;Gelsenkirchen, GG Astrid-Lindgren;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;3
119404;Gelsenkirchen, KG Don-Bosco-Schule;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;2
119430;Gelsenkirchen, GG Josef-Rings-Schule;BR Münster;Stadt Gelsenkirchen;Gelsenkirchen;7
119477;Gladbeck, GG Regenbogenschule;BR Münster;Kreis Recklinghausen;Gladbeck;5
119519;Gladbeck, KG Josefschule;BR Münster;Kreis Recklinghausen;Gladbeck;3
119532;Gladbeck, GG Pestalozzischule;BR Münster;Kreis Recklinghausen;Gladbeck;3
119570;Gladbeck, KG Lambertischule;BR Münster;Kreis Recklinghausen;Gladbeck;8
119611;Gladbeck, GG (Verb.) Wilhelmschule;BR Münster;Kreis Recklinghausen;Gladbeck;4
119635;Münster, GG Peter-Wust-Schule;BR Münster;Stadt Münster;Münster;4
119647;Münster, KG Kreuzschule;BR Münster;Stadt Münster;Münster;2
119659;Münster, KG Martinischule;BR Münster;Stadt Münster;Münster;5
119660;Münster, GG Overberg;BR Münster;Stadt Münster;Münster;3
119684;Münster, KG Mauritzschule;BR Münster;Stadt Münster;Münster;2
119696;Münster, KG Theresienschule;BR Münster;Stadt Münster;Münster;3
119702;Münster, KG Thomas-Morus-Schule;BR Münster;Stadt Münster;Münster;4
119714;Münster, KG Idaschule;BR Münster;Stadt Münster;Münster;3
119740;Münster, KG Gottfried-von-Cappenberg;BR Münster;Stadt Münster;Münster;6
119763;Münster, KG Dreifaltigkeits;BR Münster;Stadt Münster;Münster;4
119775;Münster, EG Martin-Luther;BR Münster;Stadt Münster;Münster;2
119787;Münster,GG Matthias-Claudius Gut Insel;BR Münster;Stadt Münster;Münster;4
119799;Münster, EG Bodelschwinghschule;BR Münster;Stadt Münster;Münster;1
119805;Münster, GG Margareten;BR Münster;Stadt Münster;Münster;3
119817;Münster, EG Paul-Schneider-Schule;BR Münster;Stadt Münster;Münster;4
119829;Münster, GG Pötterhoek;BR Münster;Stadt Münster;Münster;2
119842;Münster, EG Melanchthonschule;BR Münster;Stadt Münster;Münster;9
119866;Münster, KG Hermannschule;BR Münster;Stadt Münster;Münster;5
119878;Münster, KG Norbertschule;BR Münster;Stadt Münster;Münster;6
119880;Münster, KG Aegidii-Ludgeri;BR Münster;Stadt Münster;Münster;3
119891;Münster, GG Dietrich-Bonhoeffer;BR Münster;Stadt Münster;Münster;3
119908;Münster, EG Johannis;BR Münster;Stadt Münster;Münster;3
119910;Münster, KG Michaelschule;BR Münster;Stadt Münster;Münster;6
119921;Münster, EG Wartburg;BR Münster;Stadt Münster;Münster;4
119945;Recklinghausen, GG (Verb.) Hochlarmark;BR Münster;Kreis Recklinghausen;Recklinghausen;5
119957;Recklinghausen, GG Ortlohschule;BR Münster;Kreis Recklinghausen;Recklinghausen;5
119969;Recklinghausen, GG Liebfrauenschule;BR Münster;Kreis Recklinghausen;Recklinghausen;8
119970;Recklinghausen, GG Gudrun-Pausewang;BR Münster;Kreis Recklinghausen;Recklinghausen;4
120017;Recklinghausen, GG Hohenzollernstraße;BR Münster;Kreis Recklinghausen;Recklinghausen;5
120029;Recklinghausen, GG (Verb.) Im Reitwinkel;BR Münster;Kreis Recklinghausen;Recklinghausen;8
120030;Recklinghausen, GG Hillerheide;BR Münster;Kreis Recklinghausen;Recklinghausen;4
120042;Recklinghausen,GG(Verb.)Anton-Wiggermann;BR Münster;Kreis Recklinghausen;Recklinghausen;2
120054;Recklinghausen, GG (Verb.) Romberg-Speck;BR Münster;Kreis Recklinghausen;Recklinghausen;3
120066;Recklinghausen, GG Marien;BR Münster;Kreis Recklinghausen;Recklinghausen;7
120169;Ahaus, GG Andreasschule Wüllen;BR Münster;Kreis Borken;Ahaus;1
120170;Ahaus, KG (Verb.) Josefschule;BR Münster;Kreis Borken;Ahaus;2
120182;Ahaus, KG Aabachschule;BR Münster;Kreis Borken;Ahaus;3
120194;Ahaus, GG Pestalozzischule;BR Münster;Kreis Borken;Ahaus;5
120200;Gronau, GG Viktoria;BR Münster;Kreis Borken;Gronau (Westf.);5
120224;Gronau, GG Martin-Luther-Schule;BR Münster;Kreis Borken;Gronau (Westf.);8
120236;Gronau, GG Buterland;BR Münster;Kreis Borken;Gronau (Westf.);6
120248;Gronau, GG Eilermark;BR Münster;Kreis Borken;Gronau (Westf.);5
120250;Gronau, GG Lindenschule;BR Münster;Kreis Borken;Gronau (Westf.);7
120261;Stadtlohn, KG Hilgenberg;BR Münster;Kreis Borken;Stadtlohn;3
120273;Stadtlohn, KG Hordt;BR Münster;Kreis Borken;Stadtlohn;2
120285;Stadtlohn, KG Gescher-Dyk;BR Münster;Kreis Borken;Stadtlohn;1
120297;Stadtlohn, KG Fliednerschule;BR Münster;Kreis Borken;Stadtlohn;4
120315;Vreden, KG St. Marien-Schule;BR Münster;Kreis Borken;Vreden;2
120327;Vreden, KG St. Norbert-Schule;BR Münster;Kreis Borken;Vreden;3
120364;Vreden, GG Hamaland-Schule;BR Münster;Kreis Borken;Vreden;1
120376;Gronau, KG Georg;BR Münster;Kreis Borken;Gronau (Westf.);1
120388;Gronau, KG Bernhard-Overberg;BR Münster;Kreis Borken;Gronau (Westf.);2
120390;Gronau, KG Hermann-Löns-Schule;BR Münster;Kreis Borken;Gronau (Westf.);4
120418;Legden, KG (Verb-) Brigiden;BR Münster;Kreis Borken;Legden;2
120420;Südlohn, KG Von-Galen;BR Münster;Kreis Borken;Südlohn;3
120431;Südlohn, KG St. Vitus;BR Münster;Kreis Borken;Südlohn;2
120443;Schöppingen, KG Brictius;BR Münster;Kreis Borken;Schöppingen;2
120455;Ahaus, GG Katharinenschule Alstätte;BR Münster;Kreis Borken;Ahaus;2
120467;Ahaus, KG Burgschule Ottenstein;BR Münster;Kreis Borken;Ahaus;2
120480;Ahaus, GG Gottfried-von-Kappenberg;BR Münster;Kreis Borken;Ahaus;2
120492;Ahlen, GG Paul-Gerhardt-Schule;BR Münster;Kreis Warendorf;Ahlen;4
120509;Ahlen, GG Albert-Schweitzer-Schule;BR Münster;Kreis Warendorf;Ahlen;8
120510;Ahlen, GG Mammutschule;BR Münster;Kreis Warendorf;Ahlen;7
120522;Ahlen, GG Diesterwegschule;BR Münster;Kreis Warendorf;Ahlen;9
120546;Ahlen, KG Barbaraschule;BR Münster;Kreis Warendorf;Ahlen;6
120558;Ahlen, KG Martinschule;BR Münster;Kreis Warendorf;Ahlen;3
120560;Ahlen, KG Marien;BR Münster;Kreis Warendorf;Ahlen;5
120583;Beckum, KG (Verb.) Sonnenschule;BR Münster;Kreis Warendorf;Beckum;2
120595;Beckum, KG Martinschule;BR Münster;Kreis Warendorf;Beckum;3
120662;Ennigerloh, KG (Verb.) St.Jakobus-Schule;BR Münster;Kreis Warendorf;Ennigerloh;3
120674;Hamm, GG Stephanus;BR Arnsberg;Stadt Hamm;Hamm;6
120686;Hamm, GG Josef;BR Arnsberg;Stadt Hamm;Hamm;6
120698;Hamm, GG Kappenbuschschule;BR Arnsberg;Stadt Hamm;Hamm;4
120704;Hamm, GG Gutenbergschule;BR Arnsberg;Stadt Hamm;Hamm;9
120716;Beckum, GG Friedrich-von-Bodelschwingh;BR Münster;Kreis Warendorf;Beckum;5
120728;Beckum, GG Roncallischule;BR Münster;Kreis Warendorf;Beckum;5
120765;Lippstadt, KG Niels-Stensen-Schule;BR Arnsberg;Kreis Soest;Lippstadt;2
120777;Wadersloh, GG Gemeinsame Grundschule;BR Münster;Kreis Warendorf;Wadersloh;2
120790;Oelde, KG (Verb.) Von-Ketteler-Schule;BR Münster;Kreis Warendorf;Oelde;4
120807;Oelde, KG Edith-Stein;BR Münster;Kreis Warendorf;Oelde;5
120819;Oelde, EG Albert-Schweitzer-Schule;BR Münster;Kreis Warendorf;Oelde;5
120832;Oelde, KG Overbergschule;BR Münster;Kreis Warendorf;Oelde;2
120844;Oelde, KG Lambertus-Schule;BR Münster;Kreis Warendorf;Oelde;3
120856;Ennigerloh, KG St. Marien;BR Münster;Kreis Warendorf;Ennigerloh;2
120868;Sendenhorst, KG Kardinal-von-Galen;BR Münster;Kreis Warendorf;Sendenhorst;3
120870;Ahlen, KG Augustin-Wibbelt;BR Münster;Kreis Warendorf;Ahlen;1
